time_s,face_id,x1,y1,x2,y2
306.0,1,241,174,262,199
306.0,3,357,145,381,173
306.0,8,451,145,467,169
306.2,7,393,48,415,80
306.2,3,360,139,384,171
306.2,1,242,175,262,199
306.2,8,451,145,466,168
306.4,7,393,48,415,81
306.4,3,363,139,387,170
306.4,1,242,175,262,199
306.4,8,450,146,465,169
306.6,7,393,48,415,81
306.6,3,364,140,388,171
306.6,1,241,173,262,197
306.6,8,449,146,463,169
306.8,7,393,48,416,81
306.8,3,362,139,386,171
306.8,1,239,165,260,192
306.8,8,447,147,461,171
307.0,1,238,165,259,192
307.0,7,392,48,416,81
307.0,3,357,142,381,171
307.0,8,446,149,461,171
307.2,7,392,48,416,81
307.2,1,238,170,259,196
307.2,3,353,145,375,172
307.2,8,446,149,461,172
307.4,7,393,48,416,81
307.4,3,351,145,373,173
307.4,8,446,150,461,173
307.4,1,238,178,259,200
307.6,7,393,48,415,81
307.6,3,351,147,373,174
307.6,8,446,151,462,173
307.6,-1,236,181,257,204
307.8,7,393,48,415,81
307.8,3,352,147,374,175
307.8,8,446,151,462,173
307.8,-1,233,179,251,198
307.8,-1,256,46,270,67
308.0,7,393,48,415,81
308.0,3,352,147,375,175
308.0,8,446,151,462,173
308.0,-1,223,176,241,196
308.2,3,164,52,230,138
308.2,4,440,84,491,154
308.4,3,165,53,230,136
308.4,4,440,83,491,154
308.6,3,167,53,235,142
308.6,4,440,83,491,154
308.8,3,170,55,237,145
308.8,4,440,84,491,154
309.0,3,169,54,237,144
309.0,4,440,83,491,154
309.2,3,169,56,236,144
309.2,4,440,82,491,153
309.4,3,169,55,237,143
309.4,4,440,84,491,154
309.6,3,169,55,236,143
309.6,4,441,84,491,154
309.8,3,167,56,235,144
309.8,4,441,84,491,154
310.0,3,170,57,237,144
310.0,4,441,84,492,154
310.2,3,169,54,236,144
310.2,4,441,85,492,155
310.4,3,166,54,234,141
310.4,4,441,85,492,155
310.6,3,165,54,233,142
310.6,4,443,85,493,154
310.8,3,165,54,232,142
310.8,4,443,84,493,154
311.0,3,165,56,231,143
311.0,4,440,83,491,155
311.2,3,166,55,235,142
311.2,4,442,85,492,157
311.4,3,167,53,233,140
311.4,4,442,85,492,158
311.6,3,167,53,234,139
311.6,4,441,86,492,159
311.8,3,166,53,232,138
311.8,4,440,86,490,159
312.0,3,165,53,229,137
312.0,4,439,86,490,156
312.2,7,391,42,414,74
312.2,3,370,131,395,161
312.2,1,238,164,259,188
312.2,8,444,145,460,168
312.4,7,391,42,414,74
312.4,1,236,158,257,184
312.4,3,370,132,394,160
312.4,8,444,145,460,168
312.6,1,233,152,254,180
312.6,7,391,42,414,74
312.6,3,370,131,394,160
312.6,8,444,144,460,168
312.8,1,232,150,251,177
312.8,7,391,42,414,74
312.8,3,370,132,394,160
312.8,8,444,144,460,167
313.0,7,391,42,414,74
313.0,1,230,149,250,175
313.0,3,370,131,394,161
313.0,8,444,144,460,167
313.2,7,391,42,414,74
313.2,1,230,148,249,174
313.2,3,370,131,394,161
313.2,8,444,144,460,167
313.4,7,391,42,414,74
313.4,3,370,131,394,161
313.4,1,230,148,250,174
313.4,8,444,144,460,167
313.6,7,391,42,414,74
313.6,1,230,148,250,174
313.6,3,370,131,393,161
313.6,8,444,144,460,167
313.8,3,370,129,395,161
313.8,7,391,42,414,74
313.8,1,231,148,250,174
313.8,8,444,144,459,166
314.0,3,370,129,396,162
314.0,1,231,149,250,175
314.0,7,391,42,414,74
314.0,8,444,143,459,166
314.2,1,232,149,252,177
314.2,3,371,129,396,162
314.2,7,391,42,414,74
314.2,8,443,143,458,166
314.4,1,233,153,254,180
314.4,3,371,129,396,162
314.4,7,391,42,414,74
314.4,8,442,142,456,165
314.6,7,391,42,414,74
314.6,1,234,162,256,187
314.6,3,368,130,394,162
314.6,8,441,141,456,165
314.8,7,391,42,414,74
314.8,3,368,130,393,161
314.8,1,233,173,255,192
314.8,8,441,141,456,165
315.0,7,391,42,414,74
315.0,3,368,131,393,162
315.0,8,440,141,455,165
315.0,-1,231,181,251,196
315.2,7,391,42,414,74
315.2,3,368,132,393,162
315.2,8,440,141,456,165
315.2,-1,231,180,250,196
315.4,7,391,42,414,74
315.4,3,368,133,392,161
315.4,8,440,141,456,165
315.4,1,230,178,249,195
315.6,3,149,50,217,135
315.6,4,439,84,489,155
315.8,3,149,51,217,135
315.8,4,439,86,489,158
316.0,3,150,51,218,136
316.0,4,439,88,488,160
316.2,3,151,51,219,137
316.2,4,438,86,489,156
316.4,3,151,52,219,137
316.4,4,438,87,489,156
316.6,3,151,52,219,138
316.6,4,438,87,488,156
316.8,7,391,42,414,74
316.8,3,368,132,392,161
316.8,8,440,142,456,165
316.8,1,230,177,249,195
317.0,7,391,42,414,74
317.0,3,367,133,391,162
317.0,8,440,141,457,165
317.0,1,226,171,246,190
317.2,7,391,42,414,74
317.2,3,367,133,390,162
317.2,8,441,141,457,165
317.2,1,223,163,241,184
317.4,7,391,42,414,74
317.4,1,218,155,237,180
317.4,3,366,132,389,161
317.4,8,440,140,456,164
317.6,7,391,42,414,74
317.6,1,219,148,237,175
317.6,3,366,132,388,160
317.6,8,441,140,457,164
317.8,7,391,42,414,74
317.8,1,223,146,241,173
317.8,3,366,132,388,159
317.8,8,441,138,457,164
318.0,7,391,42,414,74
318.0,3,366,132,388,159
318.0,8,441,139,457,163
318.0,1,230,147,247,174
318.2,7,391,42,414,74
318.2,3,367,131,388,159
318.2,8,441,139,457,163
318.2,1,236,149,252,175
318.4,7,391,42,414,74
318.4,3,368,132,389,159
318.4,8,441,139,456,163
318.4,1,241,152,257,177
318.6,1,326,41,423,178
318.8,1,323,51,428,197
319.0,1,324,51,426,195
319.2,1,326,46,425,188
319.4,1,327,46,426,187
319.6,1,330,47,428,192
319.8,1,331,48,428,190
320.0,1,330,48,428,185
320.2,4,444,84,494,156
320.2,3,159,52,225,133
320.4,3,160,49,226,132
320.4,4,444,85,494,156
320.6,3,163,51,229,133
320.6,4,444,86,494,156
320.8,3,167,47,233,122
320.8,4,444,86,494,156
321.0,4,444,85,494,156
321.0,3,174,49,240,131
321.2,3,184,57,252,147
321.2,4,445,86,495,156
321.4,3,193,65,261,157
321.4,4,445,85,495,156
321.6,3,195,65,263,160
321.6,4,444,87,494,155
321.8,4,444,87,494,155
321.8,3,194,68,264,161
322.0,4,445,87,494,156
322.0,3,192,65,262,159
322.2,4,444,87,494,156
322.2,3,184,58,251,147
322.4,4,444,86,494,156
322.4,3,169,63,238,152
322.6,4,445,85,494,157
322.6,3,152,60,220,149
322.8,4,445,84,494,156
322.8,3,144,55,209,138
323.0,4,446,84,495,155
323.0,3,142,54,208,132
323.2,4,446,84,495,154
323.2,3,146,53,210,131
323.4,3,148,54,213,132
323.4,4,446,84,495,156
323.6,7,392,52,415,85
323.6,3,367,144,388,174
323.6,8,451,148,468,171
323.6,8,263,148,279,175
323.8,7,392,52,415,85
323.8,3,367,145,389,174
323.8,8,450,148,465,171
323.8,-1,264,135,280,163
324.0,7,392,52,415,85
324.0,3,369,143,391,172
324.0,8,449,148,464,171
324.0,1,262,120,278,147
324.2,7,392,52,415,85
324.2,3,372,141,395,171
324.2,8,450,148,465,171
324.2,1,258,115,273,142
324.4,7,392,52,415,85
324.4,3,376,142,397,169
324.4,8,450,147,465,171
324.4,1,259,113,275,139
324.6,7,392,51,415,85
324.6,3,378,142,400,171
324.6,1,275,115,291,140
324.6,8,451,147,465,170
324.8,7,392,52,415,86
324.8,3,379,141,403,170
324.8,1,291,113,308,139
324.8,8,452,147,466,170
325.0,7,392,51,416,86
325.0,3,380,141,403,171
325.0,1,300,112,317,139
325.0,8,452,146,466,169
325.2,7,392,51,415,85
325.2,3,379,142,403,171
325.2,1,303,113,318,141
325.2,8,454,146,467,169
325.4,7,392,52,415,85
325.4,3,379,142,403,171
325.4,1,300,116,316,143
325.4,8,455,146,468,170
325.4,11,256,53,270,72
325.6,7,392,52,415,86
325.6,3,379,143,402,172
325.6,1,296,120,312,148
325.6,8,456,147,469,170
325.8,7,392,52,415,85
325.8,3,379,143,402,171
325.8,8,457,146,470,170
325.8,1,294,118,309,145
326.0,7,392,52,415,85
326.0,3,379,143,403,171
326.0,8,457,147,471,169
326.0,1,294,115,309,141
326.0,11,255,52,270,73
326.2,7,392,52,415,85
326.2,3,380,143,403,171
326.2,8,457,146,471,169
326.2,1,298,114,313,142
326.2,11,256,53,270,71
326.4,7,392,52,415,85
326.4,3,380,143,404,171
326.4,8,456,147,470,169
326.4,1,299,115,315,142
326.6,7,392,52,415,86
326.6,3,380,142,404,172
326.6,8,454,146,469,170
326.6,1,301,116,317,144
326.8,7,392,52,415,86
326.8,3,380,142,405,172
326.8,1,301,116,317,144
326.8,8,452,146,466,170
326.8,12,152,78,167,94
327.0,7,392,52,415,86
327.0,3,380,143,405,172
327.0,1,303,121,319,148
327.0,8,452,146,466,170
327.0,12,152,78,167,95
327.2,7,392,52,415,86
327.2,3,380,143,405,172
327.2,8,451,150,466,173
327.2,1,310,124,325,151
327.2,12,152,78,167,95
327.4,7,392,52,415,86
327.4,3,380,143,405,172
327.4,8,449,150,464,173
327.4,1,315,127,331,155
327.4,12,152,78,167,95
327.6,3,156,53,223,136
327.6,4,446,84,495,157
327.8,4,445,84,494,156
327.8,3,156,53,223,136
328.0,4,445,84,494,156
328.0,3,156,54,223,136
328.2,4,443,84,493,154
328.2,3,157,53,223,135
328.4,4,444,84,494,155
328.4,3,157,53,223,135
328.6,4,445,84,495,156
328.6,3,157,53,223,135
328.8,4,447,86,496,156
328.8,3,157,53,224,135
329.0,4,447,87,495,156
329.0,3,157,53,224,134
329.2,5,256,53,353,198
329.4,5,253,55,351,198
329.6,5,252,54,350,196
329.8,5,251,55,349,200
330.0,5,253,55,351,201
330.2,5,255,56,353,201
330.4,5,255,55,353,200
330.6,5,251,52,348,200
330.8,5,247,48,344,193
331.0,5,249,49,346,188
331.2,5,253,47,349,190
331.4,5,256,49,353,191
331.6,5,257,51,355,193
331.8,5,257,52,355,199
332.0,5,256,53,354,201
332.2,5,258,54,356,199
332.4,5,258,55,356,200
332.6,5,257,56,355,200
332.8,1,324,41,422,181
333.0,1,320,47,412,188
333.2,1,322,48,421,195
333.4,1,323,52,425,198
333.6,1,322,51,425,194
333.8,1,319,52,423,196
334.0,1,319,50,422,192
334.2,7,392,59,416,91
334.2,3,386,150,411,177
334.2,8,455,154,471,179
334.2,8,287,125,305,151
334.4,7,393,59,415,91
334.4,8,454,155,470,180
334.4,3,386,151,410,178
334.4,8,292,125,307,151
334.6,7,392,59,415,91
334.6,3,386,152,410,178
334.6,8,453,155,469,179
334.6,8,289,125,304,151
334.8,7,392,58,416,92
334.8,3,386,152,410,178
334.8,8,452,156,468,179
334.8,1,283,121,298,148
335.0,7,392,58,416,92
335.0,3,386,152,410,178
335.0,1,282,121,299,149
335.0,8,452,156,468,180
335.2,7,392,58,415,91
335.2,3,386,152,410,178
335.2,-1,282,122,301,150
335.2,8,452,156,468,179
335.4,7,392,58,415,91
335.4,3,385,153,410,180
335.4,1,283,122,301,151
335.4,8,452,156,468,179
335.6,7,392,59,415,91
335.6,3,380,154,405,182
335.6,8,453,156,468,179
335.6,1,286,122,302,150
335.8,7,392,58,415,91
335.8,3,375,151,400,179
335.8,8,453,156,468,179
335.8,1,295,124,311,152
336.0,3,371,144,396,173
336.0,7,392,58,416,91
336.0,8,452,156,468,179
336.0,1,305,128,320,155
336.2,7,392,58,416,91
336.2,3,370,142,395,170
336.2,8,452,156,467,179
336.2,1,308,129,324,157
336.4,7,392,58,415,91
336.4,3,372,142,397,170
336.4,1,316,131,331,157
336.4,8,451,156,467,179
336.6,7,392,58,415,91
336.6,3,377,145,401,173
336.6,1,321,134,337,162
336.6,8,451,154,466,178
336.8,7,392,58,415,91
336.8,3,385,148,408,174
336.8,1,322,136,338,162
336.8,8,451,154,466,178
337.0,7,392,58,415,91
337.0,3,389,147,412,174
337.0,1,320,134,337,161
337.0,8,452,155,467,178
337.2,3,151,54,218,141
337.2,4,444,85,494,153
337.4,3,151,52,218,141
337.4,4,444,84,494,153
337.6,3,154,52,221,139
337.6,4,444,84,494,153
337.8,3,164,51,231,136
337.8,4,444,84,494,153
338.0,3,177,52,244,136
338.0,4,445,84,494,153
338.2,3,180,52,248,135
338.2,4,445,85,494,153
338.4,3,186,53,253,133
338.4,4,445,85,494,153
338.6,3,183,53,250,137
338.6,4,445,85,494,153
338.8,4,445,84,494,153
338.8,3,176,52,241,137
339.0,3,166,50,231,133
339.0,4,445,85,494,153
339.2,3,154,52,222,133
339.2,4,445,85,494,153
339.4,3,145,54,213,136
339.4,4,445,85,494,154
339.6,4,444,84,494,156
339.6,3,139,54,208,138
339.8,4,443,86,493,158
339.8,3,139,54,208,139
340.0,4,442,84,492,156
340.0,3,140,54,208,140
340.2,4,443,84,493,156
340.2,3,141,55,209,139
340.4,4,444,84,494,157
340.4,3,141,54,209,139
340.6,4,446,85,495,156
340.6,3,141,55,209,139
340.8,4,446,86,495,156
340.8,3,141,54,209,139
341.0,4,446,86,495,154
341.0,3,141,54,209,139
341.2,4,446,86,495,154
341.2,3,141,54,210,139
341.4,0,263,55,397,247
341.6,0,263,56,398,246
341.8,0,262,53,396,244
342.0,0,262,48,396,242
342.2,0,265,49,397,242
342.4,0,265,49,399,241
342.6,0,265,51,399,243
342.8,0,265,49,400,244
343.0,0,267,53,401,243
343.2,0,267,53,401,244
343.4,0,268,53,401,245
343.6,0,269,51,402,245
343.8,0,270,52,402,245
344.0,0,270,52,402,245
344.2,0,270,53,403,245
344.4,0,270,51,402,245
344.6,0,270,51,402,245
344.8,0,270,51,403,245
345.0,0,270,50,403,245
345.2,13,322,65,420,204
345.4,13,320,64,419,203
345.6,13,316,64,416,204
345.8,13,316,69,416,211
346.0,13,313,72,415,214
346.2,13,315,69,415,211
346.4,13,320,71,419,212
346.6,13,319,72,420,215
346.8,13,319,72,418,216
347.0,13,317,77,417,216
347.2,13,319,75,418,214
347.4,14,493,122,526,162
347.4,15,413,133,437,162
347.4,13,257,79,288,116
347.4,16,330,120,360,160
347.4,17,300,183,323,220
347.4,18,71,127,82,141
347.4,19,146,135,159,155
347.6,16,330,119,359,159
347.6,15,412,132,436,162
347.6,14,490,129,525,167
347.6,17,301,183,323,221
347.6,13,268,80,297,116
347.6,18,72,127,83,141
347.6,19,123,134,132,152
347.8,16,329,119,358,158
347.8,15,412,132,436,161
347.8,14,488,129,524,167
347.8,17,301,184,324,223
347.8,13,273,84,301,119
347.8,18,72,127,83,141
348.0,16,328,118,356,157
348.0,14,488,128,524,167
348.0,13,265,88,295,125
348.0,15,412,130,437,160
348.0,17,300,183,323,221
348.0,19,68,133,78,150
348.2,16,326,117,354,156
348.2,14,488,129,523,167
348.2,13,267,88,296,123
348.2,15,414,129,438,159
348.2,17,301,184,323,222
348.2,18,69,127,80,140
348.4,16,325,117,355,156
348.4,14,486,129,517,168
348.4,17,299,183,323,221
348.4,15,415,129,439,158
348.4,13,277,90,303,124
348.4,18,67,126,79,141
348.6,16,327,116,357,156
348.6,15,415,128,439,158
348.6,17,299,183,323,222
348.6,14,485,126,513,163
348.6,13,281,94,309,128
348.6,18,64,126,75,141
348.8,16,329,116,357,154
348.8,15,414,128,438,158
348.8,13,282,93,309,128
348.8,17,297,183,322,222
348.8,14,484,125,511,162
348.8,18,60,125,72,141
349.0,16,330,115,358,154
349.0,14,483,125,510,162
349.0,17,298,182,323,222
349.0,15,413,129,436,158
349.0,13,283,94,310,128
349.0,18,58,126,70,141
349.2,16,331,115,359,153
349.2,14,483,125,510,162
349.2,15,412,129,435,158
349.2,17,298,181,321,219
349.2,18,58,126,70,141
349.2,13,284,97,313,130
349.4,16,332,115,360,153
349.4,14,481,124,509,162
349.4,13,282,95,311,130
349.4,15,411,129,435,158
349.4,18,59,126,71,142
349.4,17,297,182,320,218
349.6,16,333,115,361,153
349.6,14,481,124,509,162
349.6,15,411,129,434,158
349.6,13,278,94,307,129
349.6,17,294,183,318,216
349.6,18,66,127,78,142
349.8,16,334,114,363,152
349.8,13,273,93,303,128
349.8,14,480,124,508,162
349.8,15,411,128,435,158
349.8,17,292,184,317,216
349.8,18,77,128,88,143
350.0,16,336,118,365,158
350.0,14,480,124,508,162
350.0,13,274,92,304,128
350.0,15,410,129,435,159
350.0,17,297,182,319,218
350.0,18,85,129,96,143
350.2,16,338,117,369,157
350.2,13,274,92,305,127
350.2,14,480,126,508,163
350.2,15,411,128,434,158
350.2,17,299,182,321,220
350.2,18,90,129,101,143
350.4,16,340,117,370,158
350.4,13,274,93,305,128
350.4,14,480,125,508,163
350.4,15,411,128,434,159
350.4,18,96,129,107,143
350.4,17,300,185,321,220
350.6,16,342,117,371,157
350.6,14,480,125,508,162
350.6,15,411,129,435,159
350.6,13,274,89,305,126
350.6,18,99,129,112,143
350.6,17,301,186,322,222
350.8,16,343,117,373,157
350.8,13,271,85,302,122
350.8,14,481,125,508,162
350.8,15,411,129,435,159
350.8,17,303,188,322,223
350.8,18,101,129,113,143
351.0,16,344,118,374,158
351.0,13,258,84,289,121
351.0,14,481,124,509,162
351.0,15,411,129,435,159
351.0,17,303,188,324,224
351.0,18,102,128,114,143
351.2,13,235,80,266,117
351.2,16,344,118,374,159
351.2,14,482,124,510,162
351.2,15,412,129,436,158
351.2,18,104,128,116,143
351.2,17,304,189,326,226
351.4,13,209,79,241,115
351.4,14,481,124,509,163
351.4,15,412,129,436,159
351.4,16,343,120,373,159
351.4,18,106,128,118,143
351.4,17,303,188,326,226
351.6,14,481,123,509,162
351.6,15,413,129,437,159
351.6,16,343,121,372,159
351.6,17,301,186,325,224
351.6,18,110,128,123,143
351.6,13,190,83,210,116
351.8,14,480,122,508,162
351.8,15,413,129,438,159
351.8,16,342,120,370,160
351.8,17,301,184,325,224
351.8,18,117,128,129,143
351.8,-1,186,84,202,117
352.0,16,340,120,369,159
352.0,17,298,182,324,222
352.0,14,480,121,507,161
352.0,15,414,130,439,161
352.0,18,125,128,137,142
352.2,16,341,119,369,158
352.2,15,415,130,440,161
352.2,17,301,181,323,220
352.2,14,481,120,508,160
352.2,18,131,128,144,143
352.4,16,344,119,373,158
352.4,15,418,131,444,162
352.4,17,302,182,323,220
352.4,14,480,119,507,160
352.4,-1,134,127,145,142
352.6,16,346,121,375,159
352.6,15,422,131,449,162
352.6,14,480,120,507,160
352.6,17,301,181,322,220
352.8,15,426,130,453,162
352.8,16,350,121,378,159
352.8,17,301,182,322,220
352.8,14,479,120,506,160
353.0,15,228,45,305,150
353.2,15,227,47,305,151
353.4,15,227,49,305,156
353.6,15,228,49,305,157
353.8,15,228,48,305,156
354.0,15,229,48,306,158
354.2,15,229,48,306,157
354.4,15,228,48,306,156
354.6,15,229,49,306,157
354.8,15,228,49,306,157
355.0,15,229,50,307,156
355.2,15,228,50,306,154
355.4,9,484,62,528,121
355.4,10,343,40,387,103
355.6,9,483,63,527,122
355.6,10,341,40,385,103
355.8,9,482,62,527,122
355.8,10,340,40,384,103
356.0,9,483,62,528,121
356.0,10,340,40,385,104
356.2,9,483,62,527,121
356.2,10,341,40,386,105
356.4,9,482,62,527,121
356.4,10,341,40,386,106
356.6,9,481,62,525,121
356.6,10,343,40,388,106
356.8,9,481,63,525,121
356.8,10,344,41,388,106
357.0,9,480,63,524,122
357.0,10,347,41,391,107
357.2,9,479,63,523,122
357.2,10,349,43,393,109
357.4,9,478,62,523,123
357.4,10,350,44,395,110
357.6,20,230,34,313,161
357.8,20,229,35,312,169
358.0,20,230,37,314,169
358.2,20,230,35,313,166
358.4,20,229,36,312,167
358.6,20,231,36,313,165
358.8,20,232,37,314,165
359.0,20,232,37,314,166
359.2,20,238,34,322,165
359.4,20,241,37,327,174
359.6,20,240,38,326,171
359.8,20,238,42,325,172
360.0,0,235,37,313,148
360.2,0,232,41,310,149
360.4,0,233,40,311,150
360.6,0,234,43,310,149
360.8,0,233,43,310,149
361.0,0,233,42,311,149
361.2,0,235,40,313,149
361.4,0,235,40,312,149
361.6,0,233,41,311,149
361.8,0,233,40,311,148
362.0,15,224,47,300,151
362.2,15,225,48,302,154
362.4,15,223,51,299,156
362.6,15,224,50,300,160
362.8,15,224,52,300,162
363.0,15,223,52,299,162
363.2,15,222,53,299,163
363.4,15,222,53,298,161
363.6,15,222,54,298,160
363.8,15,220,53,298,159
364.0,17,217,51,274,133
364.0,16,365,29,428,119
364.2,17,217,51,273,133
364.2,16,365,30,428,119
364.4,17,216,52,274,132
364.4,16,365,30,428,119
364.6,17,217,53,274,135
364.6,16,365,29,428,119
364.8,17,218,54,275,136
364.8,16,365,30,428,119
365.0,17,218,53,274,135
365.0,16,366,29,428,119
365.2,17,218,54,275,135
365.2,16,366,30,429,119
365.4,17,218,54,275,136
365.4,16,366,30,429,119
365.6,17,219,54,275,135
365.6,16,366,29,428,118
365.8,17,219,54,276,135
365.8,16,364,29,428,118
366.0,13,328,62,423,199
366.2,13,321,67,420,209
366.4,13,315,72,417,209
366.6,13,317,69,418,207
366.8,13,320,67,418,199
367.0,13,321,60,419,200
367.2,13,320,60,417,195
367.4,13,312,67,413,203
367.6,13,308,83,411,219
367.8,13,305,93,409,229
368.0,13,305,95,411,231
368.2,13,307,94,410,228
368.4,15,221,50,299,154
368.6,15,220,47,300,150
368.8,15,222,49,300,153
369.0,15,223,49,299,151
369.2,15,224,51,300,151
369.4,15,224,50,301,149
369.6,21,405,137,417,154
369.8,21,395,130,407,148
370.0,21,386,133,399,152
370.2,21,379,132,392,152
370.4,-1,379,131,393,151
370.6,20,383,135,396,156
370.8,20,387,130,400,151
371.0,20,384,132,398,154
371.2,20,374,138,389,161
371.4,20,372,133,388,157
371.6,20,374,138,390,162
371.6,15,615,158,626,170
371.8,20,373,130,390,155
371.8,-1,599,158,609,171
372.0,20,368,134,385,161
372.2,20,361,127,379,155
372.2,-1,621,156,633,169
372.4,20,360,125,380,154
372.4,15,546,161,557,174
372.4,-1,606,160,615,172
372.6,20,362,127,382,157
372.6,15,530,160,542,174
372.8,20,359,115,380,147
372.8,15,518,160,529,173
373.0,20,351,123,373,156
373.0,15,505,161,518,174
373.0,-1,524,153,535,167
373.2,20,341,117,364,153
373.2,15,494,159,506,172
373.2,-1,552,156,561,169
373.4,20,337,116,361,153
373.4,15,483,160,495,174
373.4,22,535,155,547,170
373.4,17,468,160,477,172
373.6,20,336,123,361,163
373.6,15,472,160,483,174
373.6,22,521,156,533,171
373.6,17,452,158,461,171
373.6,-1,484,152,494,166
373.8,20,326,110,353,151
373.8,15,464,159,476,172
373.8,22,509,154,520,168
373.8,17,438,160,447,172
374.0,20,305,118,336,163
374.0,22,498,156,510,171
374.0,15,462,161,473,174
374.0,17,422,160,433,174
374.2,20,282,104,314,154
374.2,22,489,154,501,170
374.2,15,458,159,470,173
374.2,16,442,150,453,165
374.2,17,409,158,419,170
374.4,20,267,92,301,143
374.4,15,457,158,470,172
374.4,22,477,154,490,169
374.4,16,432,153,443,167
374.6,15,456,159,468,173
374.6,20,256,91,292,148
374.6,17,388,158,398,172
374.6,16,423,153,435,168
374.8,20,243,70,284,129
374.8,15,455,156,468,171
374.8,17,379,161,389,174
374.8,16,414,151,425,167
375.0,20,232,63,272,127
375.0,15,457,158,470,173
375.0,16,403,153,414,170
375.0,17,368,158,379,174
375.0,22,443,155,455,170
375.2,15,459,160,473,176
375.2,22,440,157,452,173
375.2,17,359,158,370,173
375.2,16,392,150,405,167
375.2,20,220,58,255,124
375.4,15,458,157,472,173
375.4,22,435,154,448,170
375.4,17,351,160,363,176
375.4,16,387,152,399,168
375.4,8,217,55,243,113
375.6,15,458,157,471,174
375.6,17,345,158,357,174
375.6,22,431,156,444,172
375.6,16,383,153,396,170
375.6,8,217,56,243,113
375.8,15,460,158,473,174
375.8,22,426,157,439,174
375.8,17,339,162,351,178
375.8,16,379,150,391,167
375.8,8,209,41,238,104
376.0,20,180,26,227,108
376.0,22,424,156,437,172
376.0,15,463,159,476,175
376.0,16,372,154,385,171
376.0,17,334,159,346,176
376.2,20,133,20,189,105
376.2,15,466,158,479,175
376.2,17,332,163,345,179
376.2,22,424,158,437,175
376.2,16,367,154,380,172
376.4,20,94,19,154,107
376.4,15,468,162,481,178
376.4,22,423,157,436,174
376.4,17,329,163,341,179
376.4,16,364,157,378,174
376.6,20,55,25,116,121
376.6,22,422,157,435,175
376.6,15,465,167,479,184
376.6,17,324,165,336,182
376.6,16,365,160,380,179
376.8,17,319,165,332,182
376.8,22,420,160,434,179
376.8,15,467,165,483,183
376.8,20,6,27,76,134
376.8,16,363,156,379,176
377.0,22,419,160,434,178
377.0,15,473,170,488,188
377.0,16,362,161,378,180
377.0,17,317,167,329,184
377.0,-1,189,146,195,153
377.2,15,477,168,493,186
377.2,22,419,163,434,182
377.2,16,359,163,376,183
377.2,17,316,170,329,188
377.4,20,226,35,308,162
377.6,20,226,33,309,161
377.8,20,226,33,309,160
378.0,20,226,35,309,163
378.2,20,226,35,308,164
378.4,20,226,35,309,162
378.6,20,226,36,309,164
378.8,20,227,35,309,166
379.0,20,226,34,310,160
379.2,20,227,33,310,161
379.4,20,227,36,309,164
379.6,20,227,37,310,167
379.8,20,227,37,310,166
380.0,20,270,41,306,94
380.0,23,372,62,406,117
380.0,24,153,58,190,113
380.2,20,269,41,305,94
380.2,23,372,62,406,117
380.2,24,155,58,192,113
380.4,20,267,40,303,94
380.4,23,371,63,405,121
380.4,24,155,56,193,115
380.6,20,266,39,302,92
380.6,24,156,58,194,117
380.6,23,370,63,405,121
380.8,20,266,39,302,92
380.8,24,159,61,196,121
380.8,23,370,62,405,120
381.0,20,266,39,301,92
381.0,23,369,62,404,120
381.0,24,163,71,196,124
381.2,20,265,38,302,92
381.2,23,368,62,403,120
381.2,24,160,69,195,123
381.4,20,265,39,302,91
381.4,24,159,63,195,126
381.4,23,368,63,403,120
381.6,20,265,39,302,91
381.6,24,159,65,196,126
381.6,23,368,63,403,120
381.8,20,266,38,302,91
381.8,24,159,64,196,124
381.8,23,368,63,403,120
382.0,20,266,38,302,91
382.0,24,159,62,196,124
382.0,23,368,63,403,119
382.2,20,266,38,302,91
382.2,24,158,62,196,123
382.2,23,368,63,404,119
382.4,20,266,38,302,91
382.4,24,158,60,196,122
382.4,23,368,63,404,119
382.6,20,266,38,303,90
382.6,23,369,62,404,119
382.6,24,158,57,195,118
382.8,20,266,37,303,90
382.8,23,370,63,405,119
382.8,24,160,58,195,113
383.0,17,252,63,287,111
383.0,14,361,52,400,98
383.0,16,124,46,166,101
383.0,15,485,61,525,108
383.2,17,252,63,287,111
383.2,14,361,52,401,98
383.2,16,125,46,166,101
383.2,15,486,61,525,108
383.4,17,252,63,287,111
383.4,14,361,52,400,98
383.4,16,125,46,167,101
383.4,15,486,61,525,108
383.6,17,252,63,287,111
383.6,14,361,52,401,98
383.6,16,125,46,167,101
383.6,15,486,60,526,108
383.8,17,252,64,287,111
383.8,14,361,52,401,98
383.8,16,124,47,166,101
383.8,15,486,60,526,108
384.0,17,252,64,287,111
384.0,14,361,51,400,98
384.0,16,124,46,166,101
384.0,15,486,60,526,108
384.2,17,251,64,287,112
384.2,14,360,51,400,98
384.2,16,124,46,166,101
384.2,15,486,60,526,108
384.4,17,251,64,287,112
384.4,14,360,51,400,98
384.4,16,124,46,166,101
384.4,15,486,60,526,108
384.6,17,251,65,287,112
384.6,14,360,51,400,98
384.6,16,124,46,166,101
384.6,15,486,60,526,108
384.8,17,251,65,287,112
384.8,14,361,51,400,98
384.8,16,124,46,166,101
384.8,15,486,60,526,108
385.0,14,361,51,401,98
385.0,17,251,64,287,112
385.0,16,124,46,166,101
385.0,15,486,60,526,108
385.2,14,361,51,401,98
385.2,17,251,65,287,112
385.2,16,124,46,166,101
