time_s,face_id,x1,y1,x2,y2
179.8,1,109,114,178,210
179.8,0,416,116,487,217
180.0,1,107,113,176,213
180.0,0,417,116,489,217
180.2,1,108,114,177,210
180.2,0,420,115,491,216
180.4,1,339,41,463,229
180.6,1,351,45,472,232
180.8,1,350,50,471,234
181.0,1,345,52,465,230
181.2,1,340,54,456,237
181.4,1,336,49,454,250
181.6,1,337,53,455,244
181.8,1,338,54,455,246
182.0,1,338,55,457,250
182.2,1,340,54,459,246
182.4,1,345,55,463,242
182.6,1,348,56,471,250
182.8,1,349,54,473,250
183.0,1,271,52,397,239
183.0,0,465,1,602,267
183.2,1,263,56,389,245
183.4,1,274,51,398,241
183.6,1,276,47,399,231
183.8,1,276,45,401,229
184.0,1,275,47,400,229
184.0,0,466,11,602,266
184.2,1,276,47,401,228
184.2,0,467,11,603,267
184.4,1,265,52,388,234
184.4,0,466,26,589,262
184.6,1,337,41,462,229
184.8,1,322,45,448,229
185.0,1,312,42,436,233
185.2,1,297,41,422,229
185.4,1,293,43,418,230
185.6,1,290,39,416,232
185.8,1,277,40,404,233
186.0,1,273,39,398,238
186.2,1,270,39,398,232
186.4,1,273,40,401,229
186.6,1,276,37,404,227
186.8,1,277,35,405,224
187.0,1,275,35,402,227
187.2,1,272,36,399,220
187.4,1,271,36,398,219
187.6,1,275,33,403,220
187.8,0,206,68,322,240
188.0,0,208,64,325,236
188.2,0,206,56,325,231
188.4,0,203,52,323,228
188.6,0,203,56,324,231
188.8,0,201,63,327,235
189.0,1,287,34,413,224
189.2,1,292,35,420,225
189.4,1,300,38,428,224
189.6,1,304,56,429,242
189.8,1,303,64,430,251
190.0,1,303,59,431,244
190.2,1,297,34,423,216
190.4,1,297,36,423,217
190.6,1,297,36,423,223
190.8,1,299,36,423,219
191.0,1,298,38,424,222
191.2,1,298,38,424,223
191.4,1,297,39,424,224
191.6,1,297,40,424,221
191.8,1,298,41,423,218
192.0,1,298,41,425,225
192.2,1,298,43,424,228
192.4,1,296,44,422,227
192.6,1,298,44,425,225
192.8,1,297,44,423,225
193.0,1,297,44,423,225
193.2,1,299,47,424,224
193.4,1,319,42,440,227
193.6,1,356,38,481,216
193.8,1,370,41,496,229
194.0,1,372,44,497,233
194.2,1,373,44,498,231
194.4,1,372,43,497,229
194.6,1,372,42,498,229
194.8,1,371,40,499,230
195.0,1,329,59,457,247
195.2,1,347,62,480,246
195.4,1,331,72,460,252
195.6,1,334,67,460,256
195.8,1,329,59,455,248
196.0,0,236,74,355,243
196.2,0,237,74,357,243
196.4,0,237,74,356,242
196.6,0,237,71,357,240
196.8,0,235,69,356,240
197.0,0,229,71,349,241
197.2,0,220,74,340,245
197.4,0,219,73,339,243
197.6,0,223,70,343,241
197.8,1,392,47,525,238
198.0,1,362,47,484,236
198.2,1,358,48,484,239
198.4,1,356,44,477,233
198.6,1,348,38,470,227
198.8,1,337,31,463,217
199.0,1,342,29,465,203
199.2,1,340,35,461,220
199.4,1,336,34,463,217
199.6,1,331,39,462,222
199.8,1,336,40,463,225
200.0,1,201,40,309,225
200.0,0,463,-20,613,258
200.2,1,202,40,310,225
200.2,0,462,-22,612,259
200.4,1,201,40,309,225
200.4,0,461,-18,612,259
200.6,1,201,38,309,226
200.6,0,463,-19,613,259
200.8,1,201,38,309,226
200.8,0,462,-20,614,258
201.0,1,201,36,314,227
201.0,0,461,-21,618,259
201.2,1,212,29,328,215
201.2,0,461,-26,621,260
201.4,1,193,37,313,238
201.4,0,464,-29,625,260
201.6,1,234,37,357,227
201.6,0,464,-26,624,260
201.8,1,269,40,402,227
201.8,0,465,-28,625,260
202.0,1,281,41,417,226
202.0,0,459,-26,611,257
202.2,1,290,50,430,233
202.4,1,297,52,441,236
202.6,1,297,53,440,235
202.8,1,291,55,430,241
203.0,1,248,79,375,268
203.2,1,243,61,370,257
203.2,0,456,-10,608,264
203.4,1,257,49,389,245
203.4,0,459,-6,603,256
203.6,1,253,49,383,243
203.6,0,456,-5,598,256
203.8,1,246,50,373,239
203.8,0,451,-3,583,254
204.0,1,243,53,369,249
204.0,0,445,-9,585,256
204.2,1,243,53,367,246
204.2,0,445,-11,585,256
204.4,1,242,51,369,247
204.4,0,447,-6,585,255
204.6,1,242,51,368,243
204.6,0,450,-3,584,253
204.8,1,234,62,358,253
204.8,0,452,-2,584,261
205.0,1,233,57,357,250
205.2,1,220,50,343,237
205.2,0,448,2,578,266
205.4,1,199,41,316,227
205.6,1,188,37,299,225
205.6,0,452,30,564,251
205.8,1,282,50,357,181
205.8,0,505,-21,643,184
206.0,1,297,53,372,182
206.0,0,505,-23,644,184
206.2,1,322,53,407,182
206.2,0,504,-23,644,185
206.4,1,333,56,421,191
206.4,0,500,-19,630,186
206.6,1,333,57,421,193
206.6,0,494,-2,613,187
206.8,1,334,56,423,192
206.8,0,495,8,597,186
207.0,1,335,56,424,191
207.0,0,495,10,587,185
207.2,1,334,56,423,191
207.2,0,495,13,585,186
207.4,1,331,55,420,188
207.4,0,495,10,586,188
207.6,1,315,53,400,187
207.6,0,494,10,586,189
207.8,1,297,53,375,192
207.8,0,494,10,587,189
208.0,1,301,57,384,188
208.0,0,494,9,588,190
208.2,1,318,55,406,186
208.2,0,493,10,586,189
208.4,1,321,57,408,191
208.4,0,493,11,586,189
208.6,1,325,54,413,188
208.6,0,494,11,586,188
208.8,1,326,53,414,192
208.8,0,494,10,585,190
209.0,1,325,52,414,188
209.0,0,494,10,584,190
209.2,1,326,52,414,187
209.2,0,494,10,585,190
209.4,1,326,59,414,192
209.4,0,494,11,584,189
209.6,1,326,56,415,191
209.6,0,494,11,584,189
209.8,1,326,56,414,189
209.8,0,494,9,585,191
210.0,1,326,56,414,189
210.0,0,494,9,586,191
210.2,1,326,55,415,189
210.2,0,494,8,586,191
210.4,1,344,44,469,229
210.6,1,343,48,468,241
210.8,1,337,59,461,252
211.0,1,338,54,463,248
211.2,1,335,49,459,244
211.4,1,335,49,458,244
211.6,1,335,49,459,242
211.8,1,337,49,460,242
212.0,1,337,49,461,241
212.2,1,338,50,463,240
212.4,1,328,52,465,241
212.6,1,327,54,461,243
212.8,1,339,52,468,243
213.0,1,340,51,464,246
213.2,1,343,51,470,246
213.4,1,333,54,464,245
213.6,1,339,53,467,244
213.8,1,338,52,464,242
214.0,1,339,52,466,242
214.2,1,109,127,175,228
214.2,0,444,116,509,216
214.4,1,114,124,180,224
214.4,0,444,116,509,217
214.6,1,116,123,183,223
214.6,0,444,117,509,217
214.8,1,117,122,184,220
214.8,0,444,116,510,218
215.0,1,116,124,183,224
215.0,0,444,116,510,218
215.2,1,334,57,462,250
215.4,1,332,59,461,247
215.6,1,336,54,462,245
215.8,1,339,36,461,217
216.0,1,340,33,463,211
216.2,1,338,23,467,184
216.4,1,303,23,426,203
216.6,1,299,22,425,207
216.8,1,319,29,440,221
217.0,1,371,37,496,233
217.2,0,304,70,448,268
217.4,0,303,67,449,267
217.6,0,303,67,448,265
217.8,0,300,67,446,266
218.0,0,299,67,445,266
218.2,0,299,67,444,265
218.4,0,298,66,442,264
218.6,1,334,50,421,181
218.6,0,496,6,598,193
218.8,1,317,63,392,192
218.8,0,496,6,597,192
219.0,1,314,59,390,190
219.0,0,494,6,596,191
219.2,1,328,60,413,188
219.2,0,495,5,598,192
219.4,1,337,54,426,188
219.4,0,495,7,597,193
219.6,1,336,53,425,185
219.6,0,493,18,591,191
219.8,1,335,52,423,189
219.8,0,495,16,593,195
220.0,1,335,53,424,184
220.0,0,494,19,588,193
220.2,1,334,53,423,182
220.2,0,494,19,591,193
220.4,0,291,65,437,263
220.4,1,-29,-7,163,335
220.6,0,289,64,436,263
220.6,1,-94,-23,130,338
220.8,0,288,63,434,262
221.0,0,286,63,433,262
221.0,1,-113,-25,119,343
221.2,0,285,62,433,261
221.2,1,-99,-31,135,351
221.4,0,285,61,432,260
221.4,1,-108,-24,132,341
221.6,0,471,15,617,280
221.6,1,253,43,365,231
221.8,0,469,17,613,280
221.8,1,259,42,370,229
222.0,1,253,48,362,236
222.0,0,468,18,616,280
222.2,1,259,46,368,239
222.2,0,466,21,611,281
222.4,1,267,47,380,240
222.4,0,464,15,611,280
222.6,1,268,45,383,231
222.6,0,463,14,613,281
222.8,1,257,42,375,234
222.8,0,466,23,610,280
223.0,1,269,38,398,229
223.0,0,465,28,614,290
223.2,1,273,42,401,235
223.2,0,465,34,602,294
223.4,1,278,46,406,237
223.4,0,480,31,616,289
223.6,1,281,43,411,234
223.8,1,285,48,413,235
223.8,0,492,32,637,280
224.0,1,306,55,383,183
224.0,0,490,14,576,189
224.2,1,310,46,386,178
224.2,0,487,8,576,193
224.4,1,315,40,393,169
224.4,0,485,3,577,195
224.6,1,315,41,392,162
224.6,0,477,-4,583,199
224.8,1,313,42,386,162
224.8,0,476,-6,584,200
225.0,1,308,45,379,160
225.0,0,476,-6,584,201
225.2,1,112,123,172,225
225.2,0,451,118,516,217
225.4,1,101,125,168,227
225.4,0,451,119,516,217
225.6,1,103,125,174,222
225.6,0,451,119,516,217
225.8,1,105,123,174,218
225.8,0,451,119,516,217
226.0,1,104,122,174,217
226.0,0,451,118,516,217
226.2,1,102,127,173,226
226.2,0,451,118,516,217
226.4,1,101,125,171,224
226.4,0,450,120,516,217
226.6,1,102,121,171,218
226.6,0,450,119,516,218
226.8,1,101,120,168,213
226.8,0,451,118,516,218
227.0,1,100,117,167,212
227.0,0,451,118,516,218
227.2,1,100,118,168,211
227.2,0,452,118,517,218
227.4,1,101,118,169,211
227.4,0,451,118,517,218
227.6,1,100,119,167,214
227.6,0,451,118,517,218
227.8,1,99,119,167,217
227.8,0,451,117,517,217
228.0,1,99,119,167,214
228.0,0,451,118,517,217
228.2,1,99,120,167,215
228.2,0,451,118,516,218
228.4,1,275,48,400,230
228.4,0,474,48,582,272
228.6,1,273,53,397,238
228.6,0,472,26,606,278
228.8,1,273,51,397,235
228.8,0,472,25,606,280
229.0,1,272,51,398,234
229.0,0,472,26,601,279
229.2,1,273,51,398,233
229.2,0,473,25,605,279
229.4,1,274,52,399,238
229.4,0,473,25,604,279
229.6,1,273,51,397,236
229.6,0,474,24,611,280
229.8,1,272,51,393,234
229.8,0,461,-11,615,285
230.0,1,252,55,360,239
230.0,0,455,2,617,287
230.2,1,374,44,496,233
230.4,1,373,43,497,229
230.6,1,365,38,489,221
230.8,1,366,39,493,221
231.0,1,360,35,487,217
231.2,1,360,37,487,220
231.4,1,361,39,485,225
231.6,1,366,40,488,227
231.8,1,374,36,504,230
232.0,1,377,36,505,227
232.2,1,376,35,505,228
232.4,1,377,35,506,227
232.6,1,362,54,483,240
232.8,1,362,56,485,245
233.0,1,366,71,491,260
233.2,1,369,70,491,261
233.4,1,367,66,488,259
233.6,1,355,64,481,255
233.8,1,332,52,460,241
234.0,1,324,55,453,247
234.2,1,322,56,450,246
234.4,1,320,53,449,239
234.6,1,318,51,444,234
234.8,1,316,46,443,223
235.0,1,316,46,443,223
235.2,1,313,45,439,228
235.4,1,312,45,438,226
235.6,1,312,45,439,226
235.8,1,312,44,439,229
236.0,1,308,45,435,225
236.2,1,308,46,435,229
236.4,1,222,32,338,220
236.4,0,476,36,585,260
236.6,1,223,32,338,222
236.8,1,220,34,335,225
237.0,1,219,34,337,222
237.2,1,219,35,336,222
237.4,1,220,33,337,225
237.6,1,222,33,339,225
237.6,0,476,38,585,262
237.8,1,222,33,338,222
238.0,1,223,35,340,220
238.2,1,247,38,368,222
238.2,0,473,24,604,272
238.4,1,255,40,378,225
238.4,0,476,37,586,261
238.6,1,258,41,383,222
238.6,0,477,39,585,260
238.8,1,259,40,381,231
238.8,0,477,38,585,259
239.0,1,260,41,382,225
239.0,0,477,37,585,261
239.2,1,259,41,384,223
239.2,0,476,35,588,261
239.4,1,251,43,375,223
239.4,0,478,35,584,256
239.6,1,235,40,351,224
239.6,0,475,39,585,256
239.8,1,226,37,342,224
239.8,0,475,36,585,256
240.0,1,217,39,326,223
240.0,0,475,32,585,258
240.2,1,220,44,330,227
240.2,0,476,33,585,258
240.4,1,321,51,440,244
240.6,1,308,48,429,238
240.8,1,317,46,440,234
241.0,1,322,40,443,227
241.2,1,323,38,449,230
241.4,1,324,38,448,224
241.6,1,318,37,439,224
241.8,1,321,42,446,233
242.0,1,322,41,446,229
242.2,1,326,39,449,224
242.4,1,334,41,452,226
242.6,1,334,42,453,228
242.8,1,335,42,453,229
243.0,1,237,45,348,228
243.0,0,498,0,642,273
243.2,1,243,47,339,234
243.2,0,499,9,636,271
243.4,1,252,41,354,221
243.4,0,498,15,636,269
243.6,1,248,36,356,221
243.6,0,499,12,636,269
243.8,1,255,36,365,221
243.8,0,500,8,637,269
244.0,1,260,40,372,224
244.0,0,500,9,638,270
244.2,1,261,39,371,223
244.2,0,500,8,637,268
244.4,1,262,39,373,220
244.4,0,500,10,636,267
244.6,1,271,39,386,220
244.6,0,499,7,634,269
244.8,1,279,42,395,226
244.8,0,499,10,636,269
245.0,1,265,49,386,247
245.0,0,500,4,640,270
245.2,1,266,51,389,249
245.2,0,499,13,638,269
245.4,1,272,49,393,245
245.4,0,498,9,640,269
245.6,1,290,47,419,236
245.6,0,499,8,639,269
245.8,1,287,55,414,243
245.8,0,500,4,641,265
246.0,1,264,58,392,241
246.0,0,501,5,642,267
246.2,1,239,68,366,253
246.2,0,495,0,635,270
246.4,1,248,72,377,254
246.4,0,498,0,640,269
246.6,1,263,59,392,269
246.6,0,497,-3,640,271
246.8,1,259,59,390,271
246.8,0,497,-2,643,270
247.0,1,265,60,400,271
247.0,0,499,0,643,271
247.2,1,267,57,403,271
247.2,0,499,-6,643,275
247.4,1,266,52,403,260
247.4,0,499,5,637,271
247.6,1,264,47,397,250
247.6,0,492,20,635,272
247.8,1,258,45,388,241
247.8,0,489,8,634,274
248.0,1,237,43,358,228
248.0,0,479,15,632,278
248.2,1,234,37,351,221
248.2,0,473,15,631,280
248.4,1,292,49,365,169
248.4,0,480,17,572,200
248.6,1,288,49,360,171
248.6,0,481,17,572,199
248.8,1,288,49,360,173
248.8,0,482,17,572,199
249.0,1,287,49,360,171
249.0,0,481,18,572,200
249.2,1,286,48,358,171
249.2,0,481,17,573,200
249.4,1,287,49,360,170
249.4,0,481,16,575,200
249.6,1,288,49,360,170
249.6,0,481,15,576,200
249.8,1,290,50,363,174
249.8,0,475,-2,578,199
250.0,1,295,53,370,178
250.0,0,482,-8,600,190
250.2,1,303,50,380,177
250.2,0,495,-12,626,186
250.4,1,306,47,386,175
250.4,0,500,-19,638,181
250.6,1,302,48,380,174
250.6,0,503,-27,645,180
250.8,1,301,48,380,171
250.8,0,507,-28,649,182
251.0,1,292,54,367,182
251.0,0,509,-28,650,183
251.2,1,289,56,358,180
251.2,0,511,-39,658,187
251.4,1,334,55,457,242
251.6,1,357,56,480,248
251.8,1,361,53,486,247
252.0,1,364,51,488,246
252.2,1,362,50,488,250
252.4,1,364,50,488,249
252.6,1,362,50,487,249
252.8,0,363,81,509,274
253.0,0,392,84,528,278
253.2,0,390,100,529,283
253.4,0,397,103,539,282
253.6,0,405,102,546,284
253.8,0,402,100,547,285
254.0,1,288,55,369,187
254.0,0,472,-5,581,200
254.2,1,280,55,361,189
254.2,0,470,-7,584,202
254.4,1,300,50,387,183
254.4,0,465,10,583,215
254.6,1,308,50,396,182
254.6,0,460,8,582,223
254.8,1,302,50,389,185
254.8,0,460,9,578,222
255.0,1,307,51,395,187
255.0,0,457,6,578,223
255.2,1,304,52,392,185
255.2,0,458,5,584,225
255.4,1,302,51,391,187
255.4,0,461,8,587,224
255.6,1,292,52,374,186
255.6,0,463,7,584,223
255.8,1,286,50,367,185
255.8,0,463,10,587,217
256.0,1,106,113,177,214
256.0,0,481,103,557,203
256.2,1,120,112,192,217
256.2,0,481,103,557,202
256.4,1,136,116,206,218
256.4,0,481,103,557,203
256.6,0,481,104,556,203
256.6,1,153,117,222,224
256.8,0,481,104,557,203
256.8,1,156,121,229,228
257.0,0,481,104,557,203
257.0,1,159,122,233,228
257.2,0,481,104,557,203
257.2,1,160,124,233,230
257.4,0,480,104,555,203
257.4,1,161,127,233,232
257.6,1,161,128,234,235
257.6,0,470,103,547,205
257.8,1,160,127,233,230
257.8,0,462,104,541,206
258.0,1,161,126,233,230
258.0,0,460,105,539,208
258.2,1,161,126,233,229
258.2,0,460,105,541,207
258.4,1,160,125,232,230
258.4,0,463,105,541,206
258.6,1,151,130,225,234
258.6,0,461,105,540,206
258.8,1,150,146,225,243
258.8,0,459,104,538,207
259.0,1,155,130,228,237
259.0,0,459,104,538,207
259.2,1,165,120,229,227
259.2,0,460,108,539,208
259.4,1,167,118,230,221
259.4,0,460,106,539,207
259.6,1,167,117,230,220
259.6,0,460,105,540,206
259.8,1,362,55,498,249
260.0,1,360,50,489,243
260.2,1,352,46,480,237
260.4,1,350,46,474,235
260.6,1,343,45,466,239
260.8,0,345,74,491,269
260.8,1,16,-26,223,335
261.0,0,345,73,491,272
261.0,1,-9,-20,208,322
261.2,0,346,73,492,272
261.2,1,-14,-19,201,325
261.4,1,-14,-15,196,331
261.4,0,349,70,497,271
261.6,0,351,75,498,268
261.6,1,-21,-9,185,339
261.8,0,351,74,497,265
261.8,1,-36,-1,170,346
262.0,0,349,73,497,265
262.0,1,-40,-8,171,352
262.2,1,150,115,216,213
262.2,0,469,125,536,216
262.4,1,158,116,220,219
262.4,0,469,125,536,216
262.6,1,158,117,220,217
262.6,0,469,126,536,216
262.8,1,155,117,219,216
262.8,0,469,126,536,215
263.0,1,155,117,218,218
263.0,0,469,126,535,215
263.2,1,156,117,218,215
263.2,0,468,125,535,216
263.4,1,145,116,211,213
263.4,0,468,124,535,217
263.6,1,135,115,204,212
263.6,0,468,125,536,216
263.8,1,130,113,197,209
263.8,0,469,125,536,216
264.0,1,127,111,193,207
264.0,0,469,124,535,216
264.2,1,122,112,189,207
264.2,0,469,125,536,216
264.4,1,114,112,182,208
264.4,0,470,124,536,216
264.6,1,106,116,173,211
264.6,0,470,125,536,217
264.8,1,102,118,173,215
264.8,0,470,124,536,217
265.0,1,313,46,438,233
265.2,1,306,48,432,240
265.4,1,300,49,426,237
265.6,1,298,46,424,236
265.8,1,296,48,421,234
266.0,1,285,51,409,240
266.2,1,271,53,398,243
266.4,1,257,57,391,246
266.6,1,259,55,392,244
266.8,1,268,55,401,243
267.0,1,259,62,396,245
267.2,1,259,55,394,241
267.4,1,265,51,396,236
267.6,1,268,49,397,235
267.8,1,270,47,397,233
268.0,1,268,48,397,232
268.2,1,270,47,397,232
268.4,1,271,46,398,231
268.6,1,271,46,399,229
268.8,1,266,52,399,237
269.0,1,271,49,400,231
269.2,1,279,44,405,225
269.4,1,279,42,406,232
269.6,1,280,42,406,236
269.8,1,280,41,408,227
270.0,1,280,42,408,228
270.2,1,282,41,410,224
270.4,1,282,42,410,224
270.6,1,283,42,410,224
270.8,0,528,194,561,254
271.0,0,527,194,560,254
271.2,0,526,194,562,254
271.4,0,526,194,563,255
271.6,0,526,194,563,255
271.8,0,526,194,562,256
272.0,0,526,194,562,255
272.2,0,526,194,562,255
272.4,0,526,194,562,255
272.6,0,527,194,562,255
272.8,0,527,196,560,256
273.0,0,526,196,559,256
273.2,0,526,195,561,256
273.4,0,254,51,387,240
273.6,0,254,50,387,240
273.8,0,255,50,389,241
274.0,0,256,48,390,240
274.2,0,255,49,389,240
274.4,0,256,49,389,240
274.6,0,256,49,389,241
274.8,0,256,47,390,240
275.0,0,256,47,390,240
275.2,0,255,48,390,239
275.4,1,201,114,218,138
275.6,7,616,55,640,89
275.6,1,208,112,225,136
275.8,7,597,56,621,89
275.8,3,603,155,620,180
276.0,7,579,55,602,88
276.0,3,585,153,602,178
276.2,7,559,54,582,87
276.2,8,627,150,642,171
276.2,3,566,151,582,176
276.4,7,536,52,560,86
276.4,8,605,148,620,171
276.4,3,544,149,561,175
276.6,7,515,52,538,84
276.6,8,581,146,596,170
276.6,3,522,149,539,174
276.8,7,493,51,516,84
276.8,-1,235,116,252,135
276.8,3,501,150,518,174
276.8,8,556,146,571,169
277.0,7,474,51,497,83
277.0,8,533,145,548,168
277.0,3,481,148,498,173
277.0,-1,239,116,256,136
277.2,7,458,49,481,82
277.2,-1,246,112,263,134
277.2,3,465,146,481,171
277.2,8,516,143,531,167
277.4,7,442,48,465,81
277.4,-1,251,105,268,128
277.4,3,449,147,466,171
277.4,8,502,143,516,165
277.6,7,429,48,452,81
277.6,-1,259,108,276,131
277.6,3,437,148,453,172
277.6,8,491,143,505,166
277.8,0,225,41,303,148
278.0,0,223,43,302,150
278.2,0,223,42,302,149
278.4,0,225,41,303,148
278.6,0,222,42,301,149
278.8,0,222,42,300,149
279.0,0,221,42,300,149
279.2,9,469,60,513,119
279.2,10,313,53,357,121
279.4,9,469,60,513,119
279.4,10,314,52,358,120
279.6,9,468,60,513,119
279.6,10,317,50,360,119
279.8,9,468,60,513,119
279.8,10,317,50,362,120
280.0,9,468,60,513,119
280.0,10,317,54,361,121
280.2,9,468,60,513,119
280.2,10,317,53,361,119
280.4,9,468,60,513,119
280.4,10,317,50,360,118
280.6,9,468,61,513,119
280.6,10,316,53,360,120
280.8,9,468,61,512,119
280.8,10,316,52,360,119
281.0,9,468,61,512,119
281.0,10,316,54,359,120
281.2,9,468,61,512,119
281.2,10,315,53,359,119
281.4,0,231,41,306,147
281.6,0,232,42,308,150
281.8,0,232,43,308,150
282.0,0,231,42,307,149
282.2,0,230,40,305,147
282.4,10,339,42,383,108
282.4,9,486,56,530,112
282.6,10,339,39,384,105
282.6,9,485,56,529,112
282.8,10,339,40,384,106
282.8,9,485,56,529,112
283.0,10,339,41,385,108
283.0,9,485,57,529,115
283.2,10,340,40,386,108
283.2,9,485,57,529,115
283.4,10,340,39,387,106
283.4,9,485,57,530,115
283.6,9,485,58,529,116
283.6,10,344,39,388,104
283.8,9,484,58,529,116
283.8,10,348,40,391,105
284.0,9,484,59,529,115
284.0,10,351,42,395,107
284.2,9,484,59,528,116
284.2,10,353,43,398,108
284.4,10,356,43,401,110
284.4,9,483,59,528,116
284.6,10,357,44,401,109
284.6,9,484,58,528,115
284.8,10,357,44,402,109
284.8,9,484,58,529,115
285.0,10,358,43,402,109
285.0,9,484,57,529,113
285.2,10,357,43,402,108
285.2,9,484,58,529,115
285.4,10,354,42,399,108
285.4,9,484,58,529,115
285.6,10,352,42,397,109
285.6,9,484,57,529,113
285.8,10,351,43,396,110
285.8,9,484,57,529,114
286.0,9,483,58,526,115
286.0,10,350,43,395,110
286.2,9,482,60,525,116
286.2,10,348,43,394,108
286.4,9,483,61,527,118
286.4,10,346,43,391,108
286.6,10,346,43,390,108
286.6,9,483,61,526,116
286.8,9,482,60,526,116
286.8,10,345,42,390,108
287.0,10,345,43,390,108
287.0,9,482,60,526,116
287.2,9,483,60,527,117
287.2,10,345,43,390,108
287.4,9,483,61,527,118
287.4,10,345,42,390,108
287.6,9,484,61,528,117
287.6,10,345,42,390,107
287.8,10,346,46,391,113
287.8,9,484,61,528,116
288.0,10,347,47,391,114
288.0,9,484,59,528,116
288.2,9,484,60,528,116
288.2,10,347,48,392,115
288.4,9,484,60,528,117
288.4,10,347,48,392,115
288.6,9,484,61,529,119
288.6,10,347,48,392,115
288.8,9,483,62,528,119
288.8,10,347,48,392,115
289.0,9,483,62,527,121
289.0,10,347,48,392,115
289.2,9,483,62,527,121
289.2,10,348,48,393,115
289.4,9,483,62,527,121
289.4,10,349,48,394,115
289.6,9,483,62,527,122
289.6,10,349,48,395,115
289.8,9,483,61,527,122
289.8,10,349,48,395,116
290.0,9,482,60,527,119
290.0,10,350,48,396,116
290.2,9,482,59,527,117
290.2,10,357,48,401,114
290.4,9,481,59,526,117
290.4,10,357,47,402,113
290.6,9,481,60,525,117
290.6,10,351,42,395,111
290.8,0,230,38,307,146
291.0,0,231,43,307,149
291.2,0,232,43,308,150
291.4,0,232,42,309,150
291.6,0,232,42,309,149
291.8,0,233,42,309,148
292.0,0,232,41,309,148
292.2,0,232,41,309,148
292.4,0,232,40,309,148
292.6,9,468,61,512,121
292.6,10,324,35,367,96
292.8,9,468,61,513,121
292.8,10,327,34,370,95
293.0,9,469,61,513,121
293.0,10,333,35,376,96
293.2,9,469,61,513,121
293.2,10,335,34,379,95
293.4,9,469,61,513,121
293.4,10,333,35,377,94
293.6,9,470,61,514,121
293.6,10,332,36,375,96
293.8,9,469,61,513,121
293.8,10,330,37,374,98
294.0,9,469,61,513,121
294.0,10,328,37,372,101
294.2,9,469,60,513,121
294.2,10,327,37,371,103
294.4,9,469,61,513,121
294.4,10,331,38,373,103
294.6,9,469,60,513,121
294.6,10,330,38,372,104
294.8,9,468,60,513,121
294.8,10,325,36,369,99
295.0,9,468,60,513,121
295.0,10,324,35,367,98
295.2,9,468,60,513,121
295.2,10,324,35,366,97
295.4,9,468,60,513,121
295.4,10,324,36,367,102
295.6,9,468,60,513,120
295.6,10,323,40,367,108
295.8,9,468,60,513,120
295.8,10,321,40,366,106
296.0,9,468,60,513,120
296.0,10,322,41,367,106
296.2,9,468,60,513,120
296.2,10,324,40,368,105
296.4,9,468,60,513,120
296.4,10,322,39,366,105
296.6,9,468,60,513,120
296.6,10,322,38,365,104
296.8,9,468,60,513,120
296.8,10,321,37,365,103
297.0,9,468,60,512,120
297.0,10,324,37,367,103
297.2,9,468,60,512,120
297.2,10,325,34,368,101
297.4,9,468,60,512,119
297.4,10,323,33,367,98
297.6,9,468,60,512,119
297.6,10,327,32,372,97
297.8,9,468,60,512,119
297.8,10,327,32,371,100
298.0,9,468,60,512,120
298.0,10,326,32,371,99
298.2,9,468,60,512,120
298.2,10,326,33,371,100
298.4,9,468,60,512,120
298.4,10,326,34,372,104
298.6,9,468,60,512,119
298.6,10,323,40,369,113
298.8,9,468,60,512,119
298.8,10,321,42,367,114
299.0,9,468,60,512,119
299.0,10,318,44,366,117
299.2,0,233,53,366,242
299.4,0,233,56,367,243
299.6,0,233,56,367,243
299.8,0,233,56,367,243
300.0,0,234,54,368,243
300.2,0,235,55,369,244
300.4,0,235,56,369,244
300.6,0,235,56,369,244
300.8,0,236,57,370,244
301.0,0,235,58,369,244
301.2,0,234,53,368,243
301.4,0,225,53,358,240
301.6,0,217,49,350,238
301.8,0,219,49,350,238
302.0,0,221,48,352,237
302.2,7,391,42,414,74
302.2,1,223,153,242,180
302.2,3,366,138,389,168
302.2,8,443,144,459,167
302.4,1,225,157,245,183
302.4,7,391,42,414,74
302.4,3,366,138,389,169
302.4,8,444,144,459,167
302.6,7,391,42,414,74
302.6,3,366,138,389,169
302.6,1,230,160,249,186
302.6,8,444,144,459,166
302.8,7,391,42,414,74
302.8,3,366,138,389,169
302.8,1,234,162,255,187
302.8,8,444,144,459,166
303.0,7,391,42,414,74
303.0,3,366,140,389,169
303.0,1,238,166,258,189
303.0,8,444,143,459,166
303.2,7,391,42,414,74
303.2,3,366,141,390,169
303.2,1,239,166,260,189
303.2,8,443,144,459,166
303.4,7,391,42,414,74
303.4,3,366,141,389,169
303.4,1,239,167,259,190
303.4,8,444,144,459,166
303.6,7,391,42,414,74
303.6,3,366,140,390,169
303.6,1,238,167,259,190
303.6,8,444,144,459,167
303.8,7,391,42,414,74
303.8,3,366,139,390,169
303.8,1,238,166,259,190
303.8,8,444,144,460,167
304.0,7,391,42,414,74
304.0,3,366,139,390,169
304.0,1,239,167,259,190
304.0,8,444,145,460,167
304.2,1,348,44,442,194
304.4,1,356,52,455,201
304.6,1,347,48,443,198
304.8,1,352,59,450,206
305.0,1,350,56,441,201
305.2,1,350,55,445,197
305.4,1,353,55,449,199
305.6,1,353,54,448,197
305.8,7,393,48,415,80
305.8,3,353,145,377,174
305.8,1,241,174,262,199
305.8,8,451,145,467,169
306.0,7,393,48,415,80
